"dep","jour","hosp","rea","radc","dcc","dc","rad"
"76",2020-10-17,250,33,1111,218,0,10
"77",2020-10-17,187,53,3301,763,4,10
"78",2020-10-17,311,37,2974,592,0,16
"79",2020-10-17,5,1,87,26,0,1
"80",2020-10-17,81,15,830,249,0,1
"81",2020-10-17,70,12,192,30,0,3
"82",2020-10-17,41,8,93,13,0,0
"83",2020-10-17,93,18,1258,168,1,7
"84",2020-10-17,128,11,469,73,1,5
"85",2020-10-17,25,7,326,46,0,2
"86",2020-10-17,7,1,184,44,0,1
"87",2020-10-17,48,5,187,45,0,3
"88",2020-10-17,12,4,776,269,0,0
"89",2020-10-17,21,6,477,95,0,7
"90",2020-10-17,17,4,589,202,0,0
"91",2020-10-17,257,55,3282,670,3,10
"92",2020-10-17,442,81,5888,1190,2,18
"93",2020-10-17,484,80,5175,1115,4,16
"94",2020-10-17,451,80,5455,1316,1,21
"95",2020-10-17,210,34,3415,810,3,10
"971",2020-10-17,165,23,504,117,4,3
"972",2020-10-17,56,17,159,27,1,2
"973",2020-10-17,19,5,1762,65,0,1
"974",2020-10-17,48,10,445,24,0,2
"976",2020-10-17,9,3,466,29,0,0
"1",2020-10-18,63,7,543,119,0,1
"2",2020-10-18,80,12,1222,296,0,1
"3",2020-10-18,81,7,263,53,2,0
"4",2020-10-18,21,5,172,17,0,1
"5",2020-10-18,43,9,171,25,0,1
"6",2020-10-18,183,29,1258,233,2,3
"7",2020-10-18,48,6,480,123,2,0
"8",2020-10-18,18,5,250,66,0,0
"9",2020-10-18,19,8,47,5,2,0
"10",2020-10-18,28,2,693,140,0,0
"12",2020-10-18,31,3,191,35,1,1
"13",2020-10-18,677,156,5887,761,4,22
"14",2020-10-18,78,19,446,95,0,2
"15",2020-10-18,42,4,81,20,0,0
"16",2020-10-18,6,2,74,18,0,0
"17",2020-10-18,31,4,187,59,0,0
"18",2020-10-18,38,4,238,102,0,0
"19",2020-10-18,18,3,186,44,0,1
"21",2020-10-18,58,16,1034,267,0,0
"22",2020-10-18,26,2,269,43,0,0
"23",2020-10-18,13,3,94,17,0,0
"24",2020-10-18,21,1,121,14,0,0
"25",2020-10-18,26,9,676,155,1,0
"26",2020-10-18,91,12,602,140,0,0
"27",2020-10-18,96,9,353,101,0,1
"28",2020-10-18,54,10,672,151,0,0
"29",2020-10-18,34,6,246,48,0,2
"2A",2020-10-18,14,4,179,52,0,1
"2B",2020-10-18,27,5,140,16,0,1
"30",2020-10-18,118,28,520,125,3,0
"31",2020-10-18,185,50,1214,126,1,6
"32",2020-10-18,17,2,106,33,2,0
"33",2020-10-18,193,31,1441,232,2,8
"34",2020-10-18,187,54,1090,179,2,0
"35",2020-10-18,95,16,653,110,0,3
"36",2020-10-18,17,5,211,82,0,0
"37",2020-10-18,43,13,484,104,0,1
"38",2020-10-18,264,43,1097,206,4,5
"39",2020-10-18,35,2,356,62,1,6
"40",2020-10-18,46,4,107,19,0,1
"41",2020-10-18,17,0,373,72,0,0
"42",2020-10-18,367,53,1317,316,2,2
"43",2020-10-18,26,3,149,22,0,0
"44",2020-10-18,117,20,932,194,0,3
"45",2020-10-18,78,22,774,114,0,0
"46",2020-10-18,6,2,75,22,0,0
"47",2020-10-18,22,4,134,19,1,0
"48",2020-10-18,18,0,36,6,0,0
"49",2020-10-18,84,15,824,158,0,1
"50",2020-10-18,34,6,213,57,0,0
"51",2020-10-18,62,14,1156,292,0,0
"52",2020-10-18,27,2,286,95,0,0
"53",2020-10-18,18,3,281,50,1,1
"54",2020-10-18,70,8,1399,375,0,0
"55",2020-10-18,17,1,528,106,0,3
"56",2020-10-18,59,6,519,104,0,0
"57",2020-10-18,65,13,2753,877,0,0
"58",2020-10-18,14,4,125,29,0,0
"59",2020-10-18,661,120,3489,788,4,16
"60",2020-10-18,137,22,1369,446,1,1
"61",2020-10-18,22,5,292,50,0,0
"62",2020-10-18,217,30,1780,369,0,8
"63",2020-10-18,131,11,318,71,1,1
"64",2020-10-18,55,8,342,45,0,1
"65",2020-10-18,21,3,185,27,0,1
"66",2020-10-18,43,11,345,42,0,0
"67",2020-10-18,80,12,2948,714,1,2
"68",2020-10-18,38,6,3270,844,0,0
"69",2020-10-18,651,126,4243,812,5,9
"70",2020-10-18,22,1,320,79,0,2
"71",2020-10-18,107,9,918,229,1,1
"72",2020-10-18,64,4,554,100,0,2
"73",2020-10-18,96,9,510,90,2,6
"74",2020-10-18,69,8,1054,179,0,3
"75",2020-10-18,649,146,7774,1963,5,20
"76",2020-10-18,256,31,1121,221,3,10
"77",2020-10-18,192,52,3307,770,7,6
"78",2020-10-18,311,38,2983,593,1,9
"79",2020-10-18,6,1,87,26,0,0
"80",2020-10-18,87,17,830,249,0,0
"81",2020-10-18,73,12,192,31,1,0
"82",2020-10-18,55,10,94,14,1,1
"83",2020-10-18,94,18,1261,169,1,3
"84",2020-10-18,141,11,471,74,1,2
"85",2020-10-18,28,8,327,46,0,1
"86",2020-10-18,7,1,184,44,0,0
"87",2020-10-18,45,4,189,46,1,2
"88",2020-10-18,12,2,778,269,0,2
"89",2020-10-18,24,6,477,95,0,0
"90",2020-10-18,16,4,590,202,0,1
"91",2020-10-18,266,60,3290,672,2,8
"92",2020-10-18,460,88,5897,1192,2,9
"93",2020-10-18,499,79,5185,1120,5,10
"94",2020-10-18,456,82,5460,1317,1,5
"95",2020-10-18,221,35,3418,814,4,3
"971",2020-10-18,158,25,516,118,1,12
"972",2020-10-18,60,15,161,27,0,2
"973",2020-10-18,19,5,1762,65,0,0
"974",2020-10-18,52,11,446,24,0,1
"976",2020-10-18,10,3,466,30,1,0
"1",2020-10-19,95,9,551,119,0,8
"2",2020-10-19,82,11,1224,297,1,2
"3",2020-10-19,86,7,264,54,1,1
"4",2020-10-19,21,5,174,17,0,2
"5",2020-10-19,40,9,177,25,0,6
"6",2020-10-19,197,34,1263,234,1,5
"7",2020-10-19,61,6,482,124,1,2
"8",2020-10-19,22,6,250,66,0,0
"9",2020-10-19,20,8,48,5,0,1
"10",2020-10-19,32,2,694,140,0,1
"11",2020-10-19,23,4,272,64,0,3
"12",2020-10-19,34,3,192,35,0,1
"13",2020-10-19,764,167,5921,774,13,34
"14",2020-10-19,84,21,449,97,2,3
"15",2020-10-19,42,5,81,21,1,0
"16",2020-10-19,9,2,75,18,0,1
"17",2020-10-19,33,5,188,59,0,1
"19",2020-10-19,18,4,190,44,0,4
"21",2020-10-19,59,14,1035,270,3,1
"22",2020-10-19,28,2,274,43,0,5
"23",2020-10-19,15,4,94,17,0,0
"24",2020-10-19,23,1,122,14,0,1
"25",2020-10-19,28,9,679,155,0,3
"26",2020-10-19,100,14,611,140,0,9
"27",2020-10-19,92,8,363,103,2,10
"28",2020-10-19,58,12,681,151,0,9
"29",2020-10-19,35,5,248,49,1,2
"2A",2020-10-19,15,4,179,52,0,0
"2B",2020-10-19,28,5,140,16,0,0
"30",2020-10-19,123,29,525,127,2,5
"31",2020-10-19,202,59,1226,128,2,12
"32",2020-10-19,17,2,106,33,0,0
"33",2020-10-19,198,32,1444,235,3,3
"34",2020-10-19,205,54,1097,184,5,7
"35",2020-10-19,96,17,663,110,0,10
"36",2020-10-19,17,5,211,82,0,0
"37",2020-10-19,46,11,487,105,1,3
"38",2020-10-19,307,51,1126,210,4,29
"39",2020-10-19,42,2,356,62,0,0
"40",2020-10-19,45,3,110,21,2,3
"41",2020-10-19,18,0,375,72,0,2
"42",2020-10-19,390,53,1326,320,4,9
"43",2020-10-19,29,2,149,24,2,0
"44",2020-10-19,124,23,936,194,0,4
"45",2020-10-19,87,24,776,114,0,2
"46",2020-10-19,7,2,75,22,0,0
"47",2020-10-19,26,5,135,19,0,1
"48",2020-10-19,18,0,36,7,1,0
"49",2020-10-19,93,16,827,160,2,3
"50",2020-10-19,41,6,213,59,2,0
"51",2020-10-19,64,13,1157,293,1,1
"52",2020-10-19,28,2,287,95,0,1
"53",2020-10-19,20,2,281,51,1,0
"54",2020-10-19,63,8,1405,377,2,6
"55",2020-10-19,19,1,528,106,0,0
"57",2020-10-19,80,15,2756,877,0,3
"58",2020-10-19,17,5,125,29,0,0
"59",2020-10-19,717,138,3511,804,16,22
"60",2020-10-19,132,23,1377,446,0,8
"61",2020-10-19,22,4,292,51,1,0
"62",2020-10-19,248,35,1783,372,3,3
"63",2020-10-19,149,15,326,72,1,8
"64",2020-10-19,60,8,349,45,0,7
"65",2020-10-19,24,5,185,27,0,0
"66",2020-10-19,41,10,345,44,2,0
"67",2020-10-19,78,12,2952,714,0,4
"68",2020-10-19,38,7,3274,845,1,4
"69",2020-10-19,671,128,4275,820,8,32
"70",2020-10-19,22,2,320,81,2,0
"71",2020-10-19,127,12,926,232,3,8
"73",2020-10-19,101,10,513,92,2,3
"74",2020-10-19,92,11,1057,180,1,3
"75",2020-10-19,675,152,7804,1973,10,30
"76",2020-10-19,275,38,1132,225,4,11
"77",2020-10-19,199,58,3312,772,2,5
"78",2020-10-19,317,39,2990,600,7,7
"79",2020-10-19,6,1,87,26,0,0
"80",2020-10-19,90,21,838,249,0,8
"81",2020-10-19,76,12,192,31,0,0
"82",2020-10-19,59,11,96,15,1,2
"83",2020-10-19,100,21,1268,171,2,7
"84",2020-10-19,144,11,474,76,2,3
"85",2020-10-19,29,11,331,46,0,4
"86",2020-10-19,13,2,184,44,0,0
"87",2020-10-19,57,4,190,46,0,1
"88",2020-10-19,12,2,779,269,0,1
"89",2020-10-19,27,6,477,95,0,0
"90",2020-10-19,17,6,591,202,0,1
"91",2020-10-19,286,67,3308,673,1,18
"92",2020-10-19,476,97,5914,1198,6,17
"93",2020-10-19,502,82,5231,1122,2,46
"94",2020-10-19,485,88,5472,1323,6,12
"95",2020-10-19,228,38,3430,816,2,12
"971",2020-10-19,160,26,516,118,0,0
"972",2020-10-19,64,16,161,27,0,0
"973",2020-10-19,18,5,1763,65,0,1
"974",2020-10-19,53,11,446,24,0,0
"976",2020-10-19,9,3,467,30,0,1
"1",2020-10-20,106,10,568,121,2,17
"2",2020-10-20,87,12,1227,297,0,3
"3",2020-10-20,92,7,271,56,2,7
"4",2020-10-20,19,5,177,18,1,3
"5",2020-10-20,53,7,179,26,1,2
"6",2020-10-20,193,37,1286,235,1,23
"7",2020-10-20,71,7,486,124,0,4
"8",2020-10-20,23,6,250,66,0,0
"9",2020-10-20,20,8,48,5,0,0
"10",2020-10-20,45,3,696,140,0,2
"11",2020-10-20,28,4,274,64,0,2
"12",2020-10-20,34,2,192,35,0,0
"13",2020-10-20,809,165,5995,785,11,74
"14",2020-10-20,92,23,454,97,0,5
"15",2020-10-20,36,4,86,22,1,5
"16",2020-10-20,6,2,78,18,0,3
"17",2020-10-20,40,5,191,60,1,3
"18",2020-10-20,52,4,238,103,0,1
"21",2020-10-20,69,14,1040,270,0,5
"22",2020-10-20,27,2,275,43,0,1
"23",2020-10-20,15,4,95,17,0,1
"24",2020-10-20,23,1,122,14,0,0
"25",2020-10-20,32,9,680,155,0,1
"26",2020-10-20,109,16,616,144,4,5
"27",2020-10-20,92,8,368,104,1,5
"28",2020-10-20,52,12,691,151,0,10
"29",2020-10-20,38,6,250,50,1,2
"2A",2020-10-20,16,4,179,52,0,0
"2B",2020-10-20,26,5,143,16,0,3
"30",2020-10-20,132,31,530,130,3,5
"31",2020-10-20,189,56,1253,129,1,27
"32",2020-10-20,20,3,106,33,0,0
"33",2020-10-20,209,28,1465,239,4,21
"34",2020-10-20,218,56,1109,189,5,12
"35",2020-10-20,107,16,669,110,0,6
"36",2020-10-20,21,6,213,82,0,2
"37",2020-10-20,48,11,491,105,0,4
"38",2020-10-20,344,60,1148,215,5,22
"39",2020-10-20,48,2,359,62,0,3
"40",2020-10-20,55,3,115,22,1,5
"41",2020-10-20,20,1,379,72,0,4
"42",2020-10-20,418,58,1337,330,10,11
"43",2020-10-20,40,2,154,25,1,5
"44",2020-10-20,125,21,944,195,1,8
"45",2020-10-20,89,29,784,114,0,8
"46",2020-10-20,7,2,76,22,0,1
"47",2020-10-20,24,4,138,19,0,3
"48",2020-10-20,18,0,37,8,1,1
"49",2020-10-20,104,19,831,161,1,4
"50",2020-10-20,37,6,219,61,2,6
"51",2020-10-20,76,16,1165,295,2,8
"52",2020-10-20,29,2,287,96,1,0
"53",2020-10-20,20,3,285,52,1,4
"54",2020-10-20,62,8,1410,377,0,5
"55",2020-10-20,22,1,530,106,0,2
"56",2020-10-20,65,6,522,105,1,4
"57",2020-10-20,104,18,2763,878,1,7
"58",2020-10-20,15,4,127,29,0,2
"59",2020-10-20,801,141,3568,820,16,57
"60",2020-10-20,134,20,1382,450,4,5
"61",2020-10-20,22,3,292,51,0,0
"62",2020-10-20,251,32,1805,373,1,22
"63",2020-10-20,163,16,331,73,1,5
"64",2020-10-20,61,10,354,45,0,5
"65",2020-10-20,24,6,186,27,0,1
"66",2020-10-20,46,9,346,45,1,1
"67",2020-10-20,95,10,2960,715,1,8
"68",2020-10-20,45,7,3278,845,0,4
"69",2020-10-20,788,135,4323,826,6,48
"70",2020-10-20,22,1,322,82,1,2
"71",2020-10-20,147,15,937,234,2,11
"72",2020-10-20,71,4,560,100,0,8
"73",2020-10-20,108,10,519,92,0,6
"74",2020-10-20,89,15,1066,182,2,9
"75",2020-10-20,703,158,7856,1983,10,52
"76",2020-10-20,286,42,1147,228,3,15
"77",2020-10-20,217,68,3332,774,2,20
"78",2020-10-20,321,42,3009,603,3,19
"79",2020-10-20,7,1,87,26,0,0
"80",2020-10-20,91,21,843,252,3,5
"81",2020-10-20,74,12,197,33,2,5
"82",2020-10-20,56,12,101,16,1,5
"83",2020-10-20,109,22,1284,172,1,16
"84",2020-10-20,150,10,487,79,3,13
"85",2020-10-20,33,10,333,46,0,2
"86",2020-10-20,18,2,185,44,0,1
"87",2020-10-20,58,5,194,46,0,4
"88",2020-10-20,20,3,779,269,0,0
"89",2020-10-20,30,7,477,95,0,0
"90",2020-10-20,21,5,594,202,0,3
"91",2020-10-20,311,71,3342,674,1,34
"92",2020-10-20,503,112,5956,1204,6,42
"93",2020-10-20,510,78,5260,1127,5,29
"94",2020-10-20,518,94,5505,1332,9,33
"95",2020-10-20,241,38,3451,818,2,21
"971",2020-10-20,162,24,520,124,6,4
"972",2020-10-20,67,16,161,27,0,0
"973",2020-10-20,15,1,1767,65,0,4
"974",2020-10-20,43,8,454,27,3,8
"976",2020-10-20,9,3,468,30,0,1
"1",2020-10-21,112,11,572,121,0,4
"2",2020-10-21,87,9,1234,298,1,7
"3",2020-10-21,97,7,272,57,1,1
"4",2020-10-21,21,5,178,18,0,1
"5",2020-10-21,64,12,180,27,1,1
"6",2020-10-21,200,34,1295,237,2,9
"7",2020-10-21,76,7,487,124,0,1
"9",2020-10-21,22,7,50,5,0,2
"10",2020-10-21,53,4,698,140,0,2
"11",2020-10-21,29,4,276,66,2,2
"12",2020-10-21,38,4,192,35,0,0
"13",2020-10-21,854,166,6059,801,16,64
"14",2020-10-21,100,27,464,98,1,10
"15",2020-10-21,37,4,86,23,1,0
"16",2020-10-21,5,2,79,18,0,1
"17",2020-10-21,48,7,197,61,1,6
"18",2020-10-21,59,5,240,103,0,2
"19",2020-10-21,23,5,194,45,1,5
"21",2020-10-21,75,14,1041,270,0,1
"22",2020-10-21,25,3,277,44,1,2
"23",2020-10-21,15,5,95,19,2,0
"24",2020-10-21,23,1,122,14,0,0
"25",2020-10-21,30,9,682,156,1,2
"26",2020-10-21,124,18,629,149,5,13
"27",2020-10-21,94,8,372,105,1,4
"28",2020-10-21,57,11,694,151,0,3
"29",2020-10-21,39,6,255,50,0,5
"2A",2020-10-21,17,4,180,52,0,1
"2B",2020-10-21,29,4,144,17,1,1
"30",2020-10-21,154,33,537,133,3,7
"31",2020-10-21,214,60,1257,129,0,4
"32",2020-10-21,20,3,106,33,0,0
"33",2020-10-21,207,30,1484,243,4,19
"34",2020-10-21,226,62,1128,193,4,19
"35",2020-10-21,106,14,678,111,1,9
"36",2020-10-21,21,7,213,82,0,0
"37",2020-10-21,50,11,499,106,1,8
"38",2020-10-21,361,68,1182,217,2,34
"39",2020-10-21,58,2,360,63,1,1
"41",2020-10-21,19,1,383,72,0,4
"42",2020-10-21,451,58,1364,339,9,27
"43",2020-10-21,48,3,156,25,0,2
"44",2020-10-21,130,19,949,197,2,5
"45",2020-10-21,105,26,792,114,0,8
"46",2020-10-21,7,2,76,22,0,0
"47",2020-10-21,26,5,139,20,1,1
"48",2020-10-21,20,0,37,8,0,0
"49",2020-10-21,112,18,839,161,0,8
"50",2020-10-21,45,6,219,61,0,0
"51",2020-10-21,81,16,1167,295,0,2
"52",2020-10-21,30,2,288,96,0,1
"53",2020-10-21,24,1,286,52,0,1
"54",2020-10-21,69,8,1417,378,1,7
"55",2020-10-21,24,1,531,106,0,1
"56",2020-10-21,65,4,529,105,0,7
"57",2020-10-21,110,19,2768,880,2,5
"58",2020-10-21,15,4,129,29,0,2
"59",2020-10-21,818,145,3608,837,17,40
"60",2020-10-21,143,22,1396,450,0,14
"61",2020-10-21,27,3,293,51,0,1
"62",2020-10-21,269,33,1824,375,2,19
"63",2020-10-21,180,19,343,75,2,12
"64",2020-10-21,67,10,357,45,0,3
"65",2020-10-21,23,5,187,28,1,1
"66",2020-10-21,49,13,351,47,2,5
"67",2020-10-21,100,11,2971,715,0,11
"68",2020-10-21,48,10,3280,845,0,2
"69",2020-10-21,835,139,4371,837,11,48
"70",2020-10-21,27,0,322,82,0,0
"71",2020-10-21,151,17,956,236,2,19
"72",2020-10-21,70,3,565,101,1,5
"73",2020-10-21,106,10,531,96,4,12
"74",2020-10-21,107,16,1079,185,3,13
"75",2020-10-21,729,168,7885,1990,7,29
"76",2020-10-21,300,42,1165,236,8,18
"77",2020-10-21,228,69,3351,776,2,19
"78",2020-10-21,354,46,3025,605,2,16
"79",2020-10-21,9,1,87,26,0,0
"80",2020-10-21,101,22,847,253,1,4
"81",2020-10-21,75,13,197,33,0,0
"82",2020-10-21,67,15,101,17,1,0
"83",2020-10-21,121,21,1290,176,4,6
"84",2020-10-21,160,12,496,80,1,9
"85",2020-10-21,36,9,334,46,0,1
"86",2020-10-21,15,2,192,44,0,7
"87",2020-10-21,58,5,199,46,0,5
"88",2020-10-21,25,3,780,269,0,1
"89",2020-10-21,36,7,478,96,1,1
"90",2020-10-21,22,7,597,202,0,3
"91",2020-10-21,365,75,3358,676,2,16
"92",2020-10-21,535,112,6001,1212,8,45
"93",2020-10-21,517,74,5287,1133,6,27
"94",2020-10-21,533,89,5537,1338,6,32
"95",2020-10-21,254,39,3462,819,1,11
"971",2020-10-21,156,24,526,125,1,6
"972",2020-10-21,68,16,166,27,0,5
"973",2020-10-21,10,2,1773,65,0,6
"976",2020-10-21,9,3,470,30,0,2
"1",2020-10-22,137,11,577,122,1,5
"2",2020-10-22,108,13,1236,299,1,2
"3",2020-10-22,100,7,281,57,0,9
"4",2020-10-22,28,4,180,18,0,2
"5",2020-10-22,63,11,185,29,2,5
"6",2020-10-22,211,33,1305,237,0,10
"7",2020-10-22,75,7,497,126,2,10
"8",2020-10-22,28,7,249,67,0,0
"9",2020-10-22,21,6,53,5,0,3
"10",2020-10-22,57,5,699,140,0,1
"11",2020-10-22,30,5,277,67,1,1
"12",2020-10-22,43,4,194,36,1,2
"13",2020-10-22,971,178,6133,811,10,74
"14",2020-10-22,97,25,473,100,2,9
"15",2020-10-22,39,4,87,23,0,1
"16",2020-10-22,5,2,79,18,0,0
"17",2020-10-22,50,7,198,61,0,1
"18",2020-10-22,68,6,243,103,0,3
"19",2020-10-22,23,4,197,46,1,3
"21",2020-10-22,79,16,1053,270,0,12
"22",2020-10-22,28,3,277,45,1,0
"23",2020-10-22,17,5,95,19,0,0
"24",2020-10-22,27,1,122,14,0,0
"25",2020-10-22,32,9,686,157,1,4
"26",2020-10-22,132,20,635,150,1,6
"27",2020-10-22,100,9,383,106,1,11
"28",2020-10-22,60,12,703,152,1,9
"29",2020-10-22,36,7,260,50,0,5
"2A",2020-10-22,20,5,180,52,0,0
"2B",2020-10-22,32,6,145,17,0,1
"30",2020-10-22,155,37,548,137,4,11
"31",2020-10-22,210,53,1291,133,4,34
"32",2020-10-22,22,3,107,33,0,1
"33",2020-10-22,223,38,1491,243,0,7
"34",2020-10-22,234,54,1143,199,6,15
"35",2020-10-22,105,12,685,113,2,7
"36",2020-10-22,22,7,213,82,0,0
"37",2020-10-22,54,11,501,109,3,2
"38",2020-10-22,373,69,1221,220,3,39
"39",2020-10-22,60,3,363,65,2,3
"40",2020-10-22,48,4,118,20,0,1
"41",2020-10-22,19,2,387,73,1,4
"42",2020-10-22,462,59,1384,343,4,20
"43",2020-10-22,50,3,165,25,0,9
"44",2020-10-22,132,17,955,199,2,6
"45",2020-10-22,113,27,793,115,1,1
"46",2020-10-22,10,3,76,22,0,0
"47",2020-10-22,31,5,140,20,0,1
"48",2020-10-22,23,0,37,8,0,0
"49",2020-10-22,127,16,846,161,0,7
"50",2020-10-22,49,5,222,61,0,3
"51",2020-10-22,84,15,1180,298,3,13
"52",2020-10-22,31,2,288,96,0,0
"53",2020-10-22,31,2,286,53,1,0
"54",2020-10-22,73,8,1420,378,0,3
"55",2020-10-22,20,1,536,107,1,5
"56",2020-10-22,72,5,533,105,0,4
"57",2020-10-22,117,19,2779,880,0,11
"58",2020-10-22,13,3,131,29,0,2
"59",2020-10-22,878,155,3665,843,6,57
"60",2020-10-22,154,22,1403,450,0,7
"61",2020-10-22,26,2,298,51,0,5
"62",2020-10-22,289,39,1848,376,1,24
"63",2020-10-22,197,20,345,75,0,2
"64",2020-10-22,70,10,362,46,1,5
"65",2020-10-22,24,7,190,28,0,3
"66",2020-10-22,48,10,353,49,2,2
"67",2020-10-22,115,12,2975,715,0,4
"68",2020-10-22,48,10,3281,846,1,1
"69",2020-10-22,907,148,4441,853,16,70
"70",2020-10-22,26,0,324,84,2,2
"71",2020-10-22,157,14,973,238,2,17
"72",2020-10-22,72,3,571,101,0,6
"73",2020-10-22,114,9,541,98,2,10
"74",2020-10-22,131,18,1087,186,1,8
"75",2020-10-22,752,172,7934,1996,6,49
"76",2020-10-22,327,39,1185,240,4,20
"77",2020-10-22,244,74,3374,780,4,23
"78",2020-10-22,379,49,3048,606,1,23
"79",2020-10-22,13,1,88,26,0,1
"80",2020-10-22,107,17,850,254,1,3
"81",2020-10-22,76,13,203,34,1,6
"82",2020-10-22,61,16,112,19,2,11
"83",2020-10-22,132,22,1296,177,1,6
"84",2020-10-22,175,14,507,83,3,11
"85",2020-10-22,41,7,339,47,1,5
"86",2020-10-22,20,3,194,44,0,2
"87",2020-10-22,59,5,201,46,0,2
"88",2020-10-22,32,4,781,269,0,1
"89",2020-10-22,43,8,480,96,0,2
"90",2020-10-22,21,9,598,203,1,1
"91",2020-10-22,366,76,3384,681,5,26
"92",2020-10-22,550,121,6034,1217,5,33
"93",2020-10-22,551,78,5321,1145,12,34
"94",2020-10-22,568,89,5568,1345,7,31
"95",2020-10-22,275,44,3480,828,9,18
"971",2020-10-22,148,23,536,127,2,10
"972",2020-10-22,68,16,168,27,0,2
"973",2020-10-22,19,2,1774,65,0,1
"974",2020-10-22,38,11,462,26,0,2
"976",2020-10-22,8,3,473,30,0,3
"1",2020-10-23,163,12,585,124,2,8
"2",2020-10-23,115,12,1244,300,1,8
"3",2020-10-23,117,6,283,59,2,2
"4",2020-10-23,27,4,181,18,0,1
"5",2020-10-23,68,11,188,29,0,3
"6",2020-10-23,221,39,1314,237,0,9
"7",2020-10-23,77,7,497,127,1,0
"8",2020-10-23,29,8,257,68,1,8
"9",2020-10-23,23,6,53,5,0,0
"10",2020-10-23,59,5,699,140,0,0
"11",2020-10-23,30,3,281,67,0,4
"12",2020-10-23,47,4,197,36,0,3
"13",2020-10-23,1010,179,6201,826,15,68
"14",2020-10-23,114,27,478,101,1,5
"15",2020-10-23,42,5,88,23,0,1
"16",2020-10-23,7,1,80,18,0,1
"17",2020-10-23,56,9,202,62,1,4
"18",2020-10-23,70,7,250,104,1,7
"19",2020-10-23,24,5,200,47,1,3
"21",2020-10-23,76,17,1063,271,1,10
"22",2020-10-23,30,3,279,46,1,2
"23",2020-10-23,18,4,96,19,0,1
"24",2020-10-23,33,1,123,14,0,1
"25",2020-10-23,38,9,689,159,2,3
"26",2020-10-23,158,22,646,156,6,11
"27",2020-10-23,110,9,384,109,3,1
"28",2020-10-23,65,12,708,152,0,5
"29",2020-10-23,38,6,261,50,0,1
"2A",2020-10-23,21,5,181,53,1,1
"2B",2020-10-23,32,5,146,18,1,1
"30",2020-10-23,170,36,552,137,0,4
"31",2020-10-23,229,56,1296,133,0,5
"32",2020-10-23,21,3,108,34,1,1
"33",2020-10-23,226,36,1501,243,0,10
"34",2020-10-23,240,62,1160,201,2,17
"35",2020-10-23,113,15,692,114,1,7
"36",2020-10-23,23,6,213,82,0,0
"37",2020-10-23,56,14,503,110,1,2
"38",2020-10-23,404,72,1248,225,5,27
"39",2020-10-23,72,3,365,65,0,2
"40",2020-10-23,44,4,123,21,1,5
"42",2020-10-23,498,66,1399,346,3,15
"43",2020-10-23,60,4,168,25,0,3
"44",2020-10-23,139,14,965,201,2,10
"45",2020-10-23,122,33,794,117,2,1
"46",2020-10-23,8,3,78,22,0,2
"47",2020-10-23,31,5,140,20,0,0
"48",2020-10-23,25,0,38,8,0,1
"49",2020-10-23,152,16,851,161,0,5
"50",2020-10-23,51,6,228,62,1,6
"51",2020-10-23,87,16,1183,299,1,3
"52",2020-10-23,32,2,288,96,0,0
"53",2020-10-23,29,3,289,53,0,3
"54",2020-10-23,78,9,1425,381,3,5
"55",2020-10-23,17,1,541,108,1,5
"56",2020-10-23,82,6,539,105,0,6
"57",2020-10-23,129,26,2787,885,5,8
"58",2020-10-23,15,4,132,29,0,1
"59",2020-10-23,926,161,3711,860,17,46
"60",2020-10-23,159,21,1409,451,1,6
"61",2020-10-23,31,2,298,51,0,0
"62",2020-10-23,303,39,1876,383,7,28
"63",2020-10-23,192,19,360,76,1,15
"64",2020-10-23,80,12,371,46,0,9
"65",2020-10-23,28,6,192,29,1,2
"66",2020-10-23,58,12,354,52,3,1
"67",2020-10-23,125,16,2979,716,1,4
"68",2020-10-23,52,11,3287,846,0,6
"69",2020-10-23,976,156,4485,859,6,44
"70",2020-10-23,29,2,324,84,0,0
"71",2020-10-23,169,16,992,242,4,19
"72",2020-10-23,76,6,577,102,1,6
"73",2020-10-23,131,12,549,102,4,8
"74",2020-10-23,151,21,1096,188,2,9
"75",2020-10-23,824,173,7985,2007,11,51
"76",2020-10-23,341,43,1213,245,5,28
"77",2020-10-23,277,85,3397,783,3,23
"78",2020-10-23,401,53,3065,608,2,17
"79",2020-10-23,18,1,88,27,1,0
"80",2020-10-23,111,18,854,255,1,4
"81",2020-10-23,81,14,206,35,1,3
"82",2020-10-23,67,14,116,19,0,4
"83",2020-10-23,137,20,1311,181,4,15
"84",2020-10-23,199,16,514,89,6,7
"85",2020-10-23,44,9,344,47,0,5
"86",2020-10-23,20,3,199,44,0,5
"87",2020-10-23,72,6,204,47,1,3
"88",2020-10-23,38,5,782,269,0,1
"89",2020-10-23,47,8,482,96,0,2
"90",2020-10-23,23,9,598,203,0,0
"91",2020-10-23,381,77,3404,684,3,20
"92",2020-10-23,566,126,6074,1220,3,40
"93",2020-10-23,558,83,5375,1155,10,54
"94",2020-10-23,600,88,5604,1351,6,36
"95",2020-10-23,301,45,3500,836,8,20
"971",2020-10-23,155,23,550,127,0,14
"972",2020-10-23,72,17,170,27,0,2
"973",2020-10-23,19,2,1777,65,0,3
"974",2020-10-23,43,12,464,27,1,2
"976",2020-10-23,10,3,473,30,0,0
"1",2020-10-24,171,14,593,126,2,8
"2",2020-10-24,118,11,1254,303,3,10
